example_id,conv_id,prev_agent,prev_user,agent,user,bot,Annotator1_is_abuse.1,Annotator1_is_abuse.0,Annotator1_is_abuse.-1,Annotator1_is_abuse.-2,Annotator1_is_abuse.-3,Annotator1_ableist,Annotator1_homophobic,Annotator1_intellectual,Annotator1_racist,Annotator1_sexist,Annotator1_sex_harassment,Annotator1_transphobic,Annotator1_target.generalised,Annotator1_target.individual,Annotator1_target.system,Annotator1_explicit,Annotator1_implicit,Annotator2_is_abuse.1,Annotator2_is_abuse.0,Annotator2_is_abuse.-1,Annotator2_is_abuse.-2,Annotator2_is_abuse.-3,Annotator2_ableist,Annotator2_homophobic,Annotator2_intellectual,Annotator2_racist,Annotator2_sexist,Annotator2_sex_harassment,Annotator2_transphobic,Annotator2_target.generalised,Annotator2_target.individual,Annotator2_target.system,Annotator2_explicit,Annotator2_implicit,Annotator3_is_abuse.1,Annotator3_is_abuse.0,Annotator3_is_abuse.-1,Annotator3_is_abuse.-2,Annotator3_is_abuse.-3,Annotator3_ableist,Annotator3_homophobic,Annotator3_intellectual,Annotator3_racist,Annotator3_sexist,Annotator3_sex_harassment,Annotator3_transphobic,Annotator3_target.generalised,Annotator3_target.individual,Annotator3_target.system,Annotator3_explicit,Annotator3_implicit,Annotator4_is_abuse.1,Annotator4_is_abuse.0,Annotator4_is_abuse.-1,Annotator4_is_abuse.-2,Annotator4_is_abuse.-3,Annotator4_ableist,Annotator4_homophobic,Annotator4_intellectual,Annotator4_racist,Annotator4_sexist,Annotator4_sex_harassment,Annotator4_transphobic,Annotator4_target.generalised,Annotator4_target.individual,Annotator4_target.system,Annotator4_explicit,Annotator4_implicit,Annotator5_is_abuse.1,Annotator5_is_abuse.0,Annotator5_is_abuse.-1,Annotator5_is_abuse.-2,Annotator5_is_abuse.-3,Annotator5_ableist,Annotator5_homophobic,Annotator5_intellectual,Annotator5_racist,Annotator5_sexist,Annotator5_sex_harassment,Annotator5_transphobic,Annotator5_target.generalised,Annotator5_target.individual,Annotator5_target.system,Annotator5_explicit,Annotator5_implicit,Annotator6_is_abuse.1,Annotator6_is_abuse.0,Annotator6_is_abuse.-1,Annotator6_is_abuse.-2,Annotator6_is_abuse.-3,Annotator6_ableist,Annotator6_homophobic,Annotator6_intellectual,Annotator6_racist,Annotator6_sexist,Annotator6_sex_harassment,Annotator6_transphobic,Annotator6_target.generalised,Annotator6_target.individual,Annotator6_target.system,Annotator6_explicit,Annotator6_implicit,Annotator7_is_abuse.1,Annotator7_is_abuse.0,Annotator7_is_abuse.-1,Annotator7_is_abuse.-2,Annotator7_is_abuse.-3,Annotator7_ableist,Annotator7_homophobic,Annotator7_intellectual,Annotator7_racist,Annotator7_sexist,Annotator7_sex_harassment,Annotator6_transphobic.1,Annotator7_target.generalised,Annotator7_target.individual,Annotator7_target.system,Annotator7_explicit,Annotator7_implicit,Annotator8_is_abuse.1,Annotator8_is_abuse.0,Annotator8_is_abuse.-1,Annotator8_is_abuse.-2,Annotator8_is_abuse.-3,Annotator8_ableist,Annotator8_homophobic,Annotator8_intellectual,Annotator8_racist,Annotator8_sexist,Annotator8_sex_harassment,Annotator6_transphobic.2,Annotator8_target.generalised,Annotator8_target.individual,Annotator8_target.system,Annotator8_explicit,Annotator8_implicit,text
2665.0,353747.0,Please go on.,hello,How do you do. Please state your problem.,fsa,E.L.I.Z.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Please go on. hello How do you do. Please state your problem. fsa
1183.0,2485257761521706,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,maybe,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",ok,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,"I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that? maybe Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good? ok"
739.0,203250.0,Please go on.,what the fuck are you,Does that question interest you?,sama quistion,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,Please go on. what the fuck are you Does that question interest you? sama quistion
1299.0,2546288338753112,Hi. Thanks for testing. Please choose,Ok,ok,2,CarbonBot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hi. Thanks for testing. Please choose Ok ok 2
315.0,170648.0,Do you wish to want to fuck me?,yes with high heels too,You are sure?,yes I am hard,E.L.I.Z.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1, 1","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,Do you wish to want to fuck me? yes with high heels too You are sure? yes I am hard
1401.0,2617698084964273,I'm not sure about your departure airport. What city will you be flying from?,Vantaa,I'm not sure about your departure airport. What city will you be flying from?,Berlin,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I'm not sure about your departure airport. What city will you be flying from? Vantaa I'm not sure about your departure airport. What city will you be flying from? Berlin
218.0,149148.0,You are being a bit negative.,i said AGREE,Can you elaborate on that?,i need you,E.L.I.Z.A.,"1, 1","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1, 1","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You are being a bit negative. i said AGREE Can you elaborate on that? i need you
1729.0,2800401963340464,I'm not sure about your destination airport. And what city will you be flying to?,ny,I'm not sure about your destination airport. And what city will you be flying to?,"new York thanks, bye",CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I'm not sure about your destination airport. And what city will you be flying to? ny I'm not sure about your destination airport. And what city will you be flying to? new York thanks, bye"
2966.0,394626.0,_,_,_,i like vaginas.,E.L.I.Z.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,_ _ _ i like vaginas.
3437.0,46821.0,Can you elaborate on that?,no not really,You are being a bit negative.,I'm not negative,E.L.I.Z.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,Can you elaborate on that? no not really You are being a bit negative. I'm not negative
305.0,168428.0,"Oh, i dick.",you poo,"Oh, i poo.",fuck off,E.L.I.Z.A.,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oh, i dick. you poo Oh, i poo. fuck off"
605.0,2.62733E+15,"That sounds like a relevant question, but I don't know the answer",What can you help me with?,I can help you buy carbon offsets for your flights,Great,CarbonBot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"That sounds like a relevant question, but I don't know the answer What can you help me with? I can help you buy carbon offsets for your flights Great"
4085.0,93278.0,_,Because I can't do it myself,Do any other reasons not come to mind?,No,E.L.I.Z.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_ Because I can't do it myself Do any other reasons not come to mind? No
3418.0,465502.0,Please go on.,what can i do...???,Does that question interest you?,yes,E.L.I.Z.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Please go on. what can i do...??? Does that question interest you? yes
3743.0,535416.0,Please go on.,hi,Please go on.,what is your name ?,E.L.I.Z.A.,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,Please go on. hi Please go on. what is your name ?
2172.0,316505.0,Does that question interest you?,Iwant to buy somethings to eat,Please go on.,I don't think so,E.L.I.Z.A.,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Does that question interest you? Iwant to buy somethings to eat Please go on. I don't think so
1351.0,2596595910426228,so,So,so,Soo,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1, 1","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0",so So so Soo
2185.0,3167190100018566,_,_,_,Hi,CarbonBot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,_ _ _ Hi
880.0,223442.0,You are sure?,no,You are being a bit negative.,yeah,E.L.I.Z.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,You are sure? no You are being a bit negative. yeah
4135.0,99548.0,Can you elaborate on that?,why,Please go on.,ok,E.L.I.Z.A.,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,Can you elaborate on that? why Please go on. ok
1816.0,2852927281432376,ok,hello,Hello!,go awy,CarbonBot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok hello Hello! go awy
106.0,119768.0,Please go on.,strap yourself in and feel the cheese,Please go on.,answer now,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Please go on. strap yourself in and feel the cheese Please go on. answer now
3722.0,532642.0,What about your own favorite simpsons episode?,ho wdo you figure that?,"Oh, i figure that.",what does green taste like?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1, 1","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","1, 1","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0","0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"What about your own favorite simpsons episode? ho wdo you figure that? Oh, i figure that. what does green taste like?"
4000.0,78514.0,_,_,_,smells rule the wold with peace and joy,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,_ _ _ smells rule the wold with peace and joy
2976.0,396544.0,Can you elaborate on that?,do you like apple?,"Oh, i like apple.",do you like banana?,E.L.I.Z.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,"Can you elaborate on that? do you like apple? Oh, i like apple. do you like banana?"
2066.0,3082229825202555,"Hello! I can also get you a more accurate estimate of your flight's emissions, sound good?","yes, please provides more detail",Will you be travelling in Economy Class?,yes,CarbonBot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hello! I can also get you a more accurate estimate of your flight's emissions, sound good? yes, please provides more detail Will you be travelling in Economy Class? yes"
2605.0,347226.0,You are sure?,what are you doing?,Does that question interest you?,I love you,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You are sure? what are you doing? Does that question interest you? I love you
